0,Start
5.344433,swell
9.701419,Grandma
0,Start
11.29632,swell
0,Start
6.219274,swell
13.43244,Grandma
0,Start
0,Start
0,Start
4.519725,swell
0,Start
2.911511,swell
2.911511,Option 0 selected!
7.217092,Grandma
7.217092,Option 0 selected!
0,Start
2.13247,swell
Option 0 selected!
5.662709,Grandma
Option 0 selected!
0,Start
2.857497,complicated
,Option 1 selected!
